0,400490,403892
1,402970,403892
2,402970,403892
1,410526,412848
6,410527,412849
7,410527,412849
8,410527,412849
9,410527,412849
10,410527,412849
11,410527,412849
12,410528,412849
13,410528,412850
14,410528,412850
15,410528,412850
2,410527,413248
5,410527,413648
0,413245,415367
1,413045,415367
3,410527,415368
4,410527,415368
3,416124,417886
6,419883,421685
3,418084,422085
2,419883,422284
4,415925,422285
1,420443,422484
5,418484,422685
7,421883,423644
15,421883,423845
0,427719,429281
2,436276,439358
0,438955,441277
4,436516,441677
5,436516,441677
6,436517,441677
3,436516,441877
2,439955,442196
5,448552,451473
6,448552,453112
7,452950,454872
15,452951,454873
6,483218,485020
7,483218,485020
10,483218,485020
11,483218,485020
12,483219,485020
13,483219,485021
14,483219,485021
15,483219,485021
5,491774,493656
11,492175,493857
13,491975,493857
7,492574,494696
15,492575,494697
15,497613,503173
7,496853,503932
1,510287,512208
2,510447,512209
3,510447,512209
4,510287,512209
5,510087,512209
6,510087,512209
7,510287,512209
8,510887,512489
9,510887,512489
10,510287,512569
11,510288,512569
12,510288,512569
13,510288,512569
14,510288,512570
15,510288,512570
6,512686,514648
14,512687,514649
6,520123,521925
11,520723,522525
10,520883,522725
9,521203,523085
3,523282,525083
12,523282,525284
14,523882,525684
6,523882,525883
9,532399,534560
14,532199,534561
15,531599,534561
10,531599,534760
11,531599,534760
12,532199,534760
13,532199,534761
0,533397,535559
1,533397,535559
2,533397,535559
3,533398,535759
4,533198,535759
5,533198,535760
6,533198,535760
7,531599,535959
5,551311,553512
6,550911,553512
10,568784,570426
6,575261,577223
7,575461,577623
2,586976,590297
3,586976,590497
4,586736,590497
5,586976,590497
6,586976,590498
7,586737,590498
0,599451,601013
1,599451,601013
2,599451,601013
4,599251,601133
5,599131,601133
3,599251,601213
6,598932,601213
7,598932,601213
8,600251,601773
9,600251,602173
10,600052,602173
11,600252,602173
12,600252,602173
13,600052,602174
14,600252,602373
15,599252,602573
7,610007,611529
8,610487,612369
9,610487,612369
10,610327,612369
11,610168,612369
12,610168,612369
13,610168,612370
14,610168,612370
0,611526,613368
1,611526,613368
2,611686,613568
3,611326,613728
4,611326,613728
5,611327,613728
6,611007,613928
7,612166,613928
15,609808,613929
0,626960,628722
1,626960,628722
5,626960,628722
2,626960,628802
3,626960,628802
4,626960,628802
6,626760,628802
7,626321,629122
8,627720,629282
9,627720,629482
10,627720,629482
11,627721,629482
12,627721,629483
13,627721,629483
14,627521,629682
15,626322,629882
8,637516,639318
9,637516,639478
10,637317,639478
11,637317,639479
12,637317,639479
13,637317,639479
14,637117,639479
15,636717,639479
0,638315,640077
1,638115,640237
2,638115,640237
3,638116,640237
4,638116,640238
5,638116,640238
6,638116,640238
7,637716,640238
7,656189,657951
7,672182,677423
1,688135,689697
6,687936,689898
2,688135,690097
5,688016,690098
7,688016,690098
3,688136,690297
4,688136,690297
9,688976,690898
10,688976,691217
12,688736,691218
14,688976,691218
11,688976,691298
13,688976,691298
15,688817,691298
9,698412,700214
13,698213,700214
14,697973,700214
15,697973,700215
10,698212,700414
11,698212,700414
12,698212,700414
1,699011,700973
6,699012,700973
5,699011,701173
7,698612,701173
2,699011,701373
3,698811,701373
