15,8449,10050
7,8368,10450
14,11248,12170
2,11246,12249
4,11247,12249
7,11247,12249
6,11247,12649
11,11247,12649
15,11248,12650
0,12766,13968
6,13566,14448
11,13566,14449
15,13567,14449
10,15366,16248
14,15366,16368
2,15365,16647
13,15366,16648
15,15366,17248
5,15365,17367
4,15365,17647
6,15365,17647
7,15365,17647
11,15366,17647
0,18563,19845
1,18563,19846
2,18563,19846
3,18444,19846
4,18564,19846
5,18564,19966
6,18564,19966
7,18444,20166
10,18844,20366
8,18764,20566
9,18844,20646
11,18844,20646
12,18844,20766
13,19244,20846
14,19364,21046
15,19164,21046
3,38955,39838
4,38955,39838
13,38956,39839
14,38956,39839
15,38957,39839
7,52150,53033
10,52151,53033
11,52151,53033
13,52151,53033
14,52151,53033
15,52151,53034
2,53030,54152
5,53030,54152
3,52150,54272
4,52150,54272
6,52150,54272
11,53350,54273
12,52151,54273
13,53351,54273
14,53351,54273
15,53351,54673
13,55070,55952
2,55469,56471
4,55469,56471
5,55549,56551
7,55069,56551
3,55469,56871
6,55069,56871
14,55070,56872
15,55070,56872
3,61866,62748
6,61866,62749
7,61867,62749
12,61867,62749
13,61867,62749
14,61867,62750
15,61867,62750
2,62746,63668
4,61866,63668
5,72462,73744
7,72262,73744
6,72142,74144
2,72142,74344
3,72142,74344
4,72142,74344
10,73262,74344
11,72143,74345
12,72143,74345
13,72143,74345
14,72143,74345
15,72143,74465
2,76260,77143
3,76260,77143
11,76261,77143
12,76261,77144
4,76261,77263
5,76261,77263
6,76261,77263
7,76261,77263
13,76261,77264
14,76262,77264
15,76262,77264
0,78739,79661
1,78259,80061
9,78260,80462
2,77340,80741
10,78260,80742
3,77340,81141
4,77340,81141
5,78060,81141
6,78060,81141
7,78060,81142
11,78061,81342
12,77341,81342
13,78061,81342
14,77461,81342
15,77461,81342
6,81659,82541
14,81659,82542
15,81659,82542
5,84537,85459
10,84858,85740
11,84858,85740
15,84938,85860
6,84537,86259
7,86137,87059
4,83658,87139
14,85858,87140
15,86258,87140
6,98932,99854
7,98932,99854
10,101331,102253
4,100651,103252
5,101331,103252
12,101331,103253
2,101330,103332
3,100651,103332
11,100651,103333
13,101331,103333
14,100652,103333
15,100652,103333
6,100651,103452
7,100651,103453
4,108847,109770
5,108848,109770
12,108848,109770
14,108849,109771
6,108848,109850
7,108848,109850
15,108849,109851
2,109367,110369
11,109968,110850
12,109968,110850
14,109968,110850
6,110367,111249
7,110367,111249
15,109968,111850
1,121242,122164
1,122562,123444
2,121242,123444
3,121043,123444
4,120963,123444
5,121043,123444
6,120963,123445
9,122563,123445
10,121243,123445
11,121243,123445
12,121363,123445
13,121243,123445
14,120964,123445
7,120963,123564
15,120964,123565
2,126360,127362
3,126440,127363
5,125641,127363
7,126361,127363
13,126361,127364
14,126362,127364
4,125561,127842
6,125641,127843
11,126361,128243
15,126362,128243
4,129439,130361
15,133639,134601
3,133438,134800
4,133358,134800
6,133358,134800
7,133438,134800
10,133958,135200
11,133958,135200
6,138956,140118
7,138956,140118
15,138957,140119
15,147673,149435
10,147833,149634
11,147673,149634
12,147673,149635
8,147512,149834
9,147832,149834
13,147673,149835
14,147673,150234
0,148351,150433
1,148351,150433
2,148192,150433
3,148192,150434
4,148512,150633
5,148192,150634
13,150632,152433
6,150831,152633
14,150832,152833
7,151591,153832
4,158388,159830
4,162426,163788
7,162426,163788
11,162427,163789
14,162427,163989
3,164385,166347
0,164385,166547
1,164385,166747
5,162626,166747
7,164386,166747
6,164585,166947
8,164586,166947
9,164586,166947
10,164586,166947
12,164786,166948
2,164385,167107
13,163586,167108
4,164385,167307
14,164386,167308
11,164186,167547
15,164586,167548
6,172502,173944
7,172702,174024
