7,157828,158910
7,159827,160710
1,164585,166947
2,164385,167147
7,164186,167147
4,164385,167587
5,164385,167587
3,164385,167666
6,164186,167667
15,164586,167668
14,164586,167947
0,167384,168386
8,166385,170946
0,168583,171145
9,165985,171146
10,164586,171306
11,164586,171506
14,168785,171506
12,164586,171706
13,164586,171706
1,169783,172025
2,169383,176743
3,168584,176743
4,168863,176863
5,169383,176863
15,168985,176864
6,169184,177063
0,176540,178022
7,169584,178023
9,178220,180142
10,178220,180142
11,178220,180142
12,178221,180142
13,178221,180143
14,178021,180143
15,177861,180143
0,178819,180701
7,178420,180702
1,178819,180861
2,178819,180861
3,178819,180861
4,178820,180861
5,178820,181021
6,178620,181021
0,207328,209489
1,207328,209490
0,213245,215287
1,213046,215487
2,213246,215687
7,212846,216087
6,212846,216287
3,213046,216647
4,212846,216847
5,213046,216847
9,215285,217767
10,215286,217967
11,215286,217967
12,215286,217967
13,215286,218087
14,215286,218087
15,213647,218407
0,226360,227962
0,228159,229801
9,234318,236279
10,234318,236280
11,234318,236280
12,234318,236280
13,234318,236280
14,234118,236280
15,234118,236280
1,234717,236679
5,234317,236679
2,234917,236839
3,234717,236839
4,234717,236839
6,234317,236839
7,234518,236839
0,262146,263268
1,261546,264068
0,264305,266267
9,264306,266467
5,261347,266867
6,261147,266867
1,264305,267306
3,261546,267307
4,261346,267307
2,261946,267506
7,260387,267907
8,267304,268746
9,266865,268946
10,264306,268947
11,264066,269146
12,264066,269147
13,264066,269147
14,263667,269147
15,263467,269347
1,284057,286299
2,284057,286499
3,283857,286499
4,283658,286499
5,284057,286499
6,283858,286499
7,283858,286699
8,286497,288698
15,285858,290058
14,286098,290258
0,288095,291657
1,288095,291657
2,288096,291857
3,287096,291857
4,286896,291857
5,286896,291857
7,289456,291857
8,290455,292857
9,286297,292857
0,292254,293896
1,292254,293896
2,292254,294056
5,292054,294056
7,292054,294056
3,292054,294176
6,286896,294176
8,293174,294776
9,292974,294976
14,290456,294977
15,290456,294977
10,286297,295416
13,286097,295416
11,286297,295616
12,286097,295616
0,294573,296295
5,294373,296295
1,294373,296495
6,294254,296495
2,294573,296735
3,294373,296735
4,292054,296735
9,303530,306251
1,303529,306331
3,303729,306331
10,303530,306332
11,303530,306332
12,303530,306332
13,303531,306332
14,303731,306332
15,303931,306332
2,303729,306451
4,303530,306451
5,303530,306451
6,303530,306571
7,303530,306571
0,347472,370265
2,367544,370385
3,367544,370385
4,367544,370385
5,367544,370386
6,327400,370386
7,327400,370386
2,384177,386379
4,383977,386459
5,383978,386459
3,383977,386579
6,383978,386579
7,383978,386659
6,389455,391657
5,389575,391857
4,390975,393056
3,392174,393256
2,392254,393656
