0,93653,94575
1,93653,94576
2,91654,94576
3,91334,94576
8,93654,94576
10,93654,94577
13,93655,94577
14,93655,94577
4,93654,95375
5,94573,95455
11,93654,95456
12,93654,95576
15,94774,95656
7,94653,96495
1,95652,96695
12,95654,96696
2,95573,96895
0,96252,97214
6,94653,97495
10,96373,97495
14,94774,97496
12,96813,98015
8,96613,98095
9,96493,98095
13,94654,98095
15,96494,98095
2,98491,100053
15,98613,100055
11,98492,100214
9,98612,100414
10,98972,100614
3,99171,100813
4,99171,100813
6,98292,101373
7,98612,101373
14,99372,101774
5,98292,102333
0,100810,102532
12,98412,102533
13,98213,102773
5,102530,104332
7,102530,104332
14,102531,104333
0,102969,104731
1,98491,104732
2,102330,104732
3,102970,104732
4,102970,104732
6,102530,104732
8,102970,105332
15,102531,105332
11,102971,105732
12,103970,105732
9,102970,106371
10,102970,106372
8,107368,110970
10,109288,110970
11,109288,110970
12,109288,110970
13,109288,110970
14,108889,110970
15,108889,110970
4,109087,111169
1,109287,112208
4,111526,113128
10,111167,113209
9,111167,113569
2,109087,113768
8,112047,113769
1,112406,113848
3,109087,113968
6,112806,113968
15,112967,114049
14,113127,114169
8,114366,116527
9,114046,116528
10,113966,116528
12,114926,116528
13,114926,116528
7,114925,117327
10,117005,118607
11,116645,118607
12,117005,118607
8,117125,118806
9,117005,118807
0,109287,119006
1,113965,119206
2,113965,119406
4,115125,119806
5,114365,119806
13,117005,120206
7,117644,120566
3,114925,120965
6,114046,121365
11,120564,182101
7,120963,222245
12,120764,222245
13,120764,222246
14,117005,222246
15,117965,222246
3,121162,242317
1,121162,262388
2,121162,262389
10,121603,282461
0,121162,302532
8,121603,322605
9,120763,322605
4,121163,324444
6,222242,324444
0,322602,324963
1,322602,324963
2,322602,324964
15,322603,324965
3,322602,325043
8,324162,325044
14,324162,325044
8,325961,326883
9,329280,330162
8,329280,330762
0,335077,336958
8,336077,336959
1,337876,338758
8,337876,338759
0,337276,338958
9,338676,339558
10,338876,339758
8,339676,340558
5,339675,340757
0,339675,340957
1,339875,341077
2,340275,341557
6,339875,341557
7,340475,341557
3,340675,341957
4,341354,342357
6,341874,342757
9,342075,342957
8,341755,343357
6,354669,355751
5,354869,355951
4,355069,357151
7,355069,357271
5,356149,357351
6,356349,357551
7,363266,364748
6,363266,364948
5,371263,372345
4,371462,374344
5,373262,374544
6,372462,374744
7,371263,375544
0,375061,375943
1,375061,375943
2,375061,375943
3,375061,375943
8,375061,375944
9,375061,375944
12,375062,375944
14,375062,375944
3,377060,377982
2,383577,384580
3,383577,384580
8,383658,384580
8,391055,392057
3,392054,392976
6,391974,393056
7,391055,393576
0,394173,395055
1,394173,395055
2,394173,395056
3,394173,395056
4,394173,395056
5,394173,395056
8,394174,395056
9,394174,395056
10,394174,395056
11,394174,395056
12,394174,395057
7,406649,408250
1,412566,413448
2,412566,413448
3,412566,413448
8,412566,413449
9,412566,413449
1,418163,419046
2,418164,419046
3,418164,419046
4,418164,419046
8,418164,419046
9,418164,419047
7,422962,425444
6,424561,426883
7,426561,427563
5,425641,428162
6,427480,428562
6,430679,432161
7,430679,432961
2,434477,435359
4,434477,435360
8,434478,435360
9,434478,435360
7,434278,435959
3,434477,436159
6,435077,436159
4,435477,436359
5,435157,436359
5,436876,437958
6,437076,437959
6,439076,440078
7,439475,440558
5,439075,440757
1,440075,440957
2,439475,440957
3,439275,440957
8,440075,440958
9,440075,440958
4,439075,441277
4,449871,450953
5,449751,451553
6,449871,451753
3,451270,452153
7,450271,452273
0,459267,460149
1,459267,460149
2,459267,460149
3,459267,460150
4,459267,460150
8,459268,460150
9,459268,460150
10,459268,460150
10,465146,466028
11,465146,466028
12,465146,466028
13,465146,466028
8,465145,466227
9,465145,466228
6,465145,467067
7,465145,467067
5,465145,467147
0,465145,467266
4,465145,467347
1,465145,467546
3,465145,467547
13,466145,468467
11,466665,468547
1,467744,468746
15,465146,469147
2,465145,469346
14,466146,469866
12,466425,470226
2,470982,472824
8,471863,473065
9,471863,473065
15,473663,475624
14,473063,476024
2,473461,476223
13,474062,476424
1,470782,478782
0,470982,478982
8,481859,483660
9,481859,483661
1,481858,485859
0,479539,486059
10,485857,488339
11,486057,488539
12,486057,488539
13,486257,488539
9,485257,489778
13,488736,490018
1,490215,492416
0,489535,493016
12,491615,493377
13,491775,493657
14,491935,493737
10,493534,495016
2,493653,495215
15,492095,495216
0,494213,495415
9,491935,495416
13,494054,495696
1,493653,495815
8,485257,496015
12,494054,496616
15,495414,496616
14,495414,498335
13,496013,499015
12,497133,499135
0,497532,499213
11,496613,499734
10,496813,499934
9,496013,500534
8,496613,500973
0,500530,501892
1,500770,502092
2,500770,502093
11,503290,505212
9,503290,505652
8,503170,505812
10,503690,505812
12,503490,506812
13,503850,506812
0,508607,510409
1,507008,510809
13,509008,510810
11,508808,511010
12,507769,511010
10,507968,511409
8,508168,511649
9,508168,511649
0,512206,514008
1,511406,514008
0,515364,516966
0,519643,521605
1,518243,522364
3,520563,524604
2,520243,526043
5,525721,528482
6,526561,528482
7,526561,528483
3,526400,528682
4,525721,528682
15,526961,528883
13,527081,529083
14,526961,529083
11,527201,529282
12,527201,529283
10,527321,529482
8,527520,529682
9,527520,529682
8,530439,532801
9,530639,533001
10,530839,533201
11,530839,533641
12,531239,533761
13,531439,533841
14,531639,534041
15,531799,534041
